Species,Genus,Family,Infraorder,Suborder,Order,Diet,Early Age,Late Age,Early Period,Late Period,Max MYA,Min MYA,Lifespan (MYA)
Wulagasaurus dongi,Wulagasaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Edmontosaurus annectens,Edmontosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Edmontosaurus regalis,Edmontosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Kerberosaurus manakini,Kerberosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Shantungosaurus giganteus,Shantungosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Ugrunaaluk kuukpikensis,Ugrunaaluk,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Gryposaurus latidens,Gryposaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Gryposaurus monumentensis,Gryposaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Gryposaurus notabilis,Gryposaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Huallasaurus australis,Huallasaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Kelumapusaura machi,Kelumapusaura,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Kritosaurus navajovius,Kritosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Naashoibitosaurus ostromi,Naashoibitosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Secernosaurus koerneri,Secernosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Augustynolophus morrisi,Augustynolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Bonapartesaurus rionegrensis,Bonapartesaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Prosaurolophus maximus,Prosaurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Saurolophus angustirostris,Saurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Saurolophus osborni,Saurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Anasazisaurus horneri,Anasazisaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Kamuysaurus japonicus,Kamuysaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Mandschurosaurus amurensis,Mandschurosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Adynomosaurus arcanus,Adynomosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Ajnabia odysseus,Ajnabia,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Arenysaurus ardevoli,Arenysaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Blasisaurus canudoi,Blasisaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Canardia garonnensis,Canardia,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Minqaria bata,Minqaria,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Pararhabdodon isonensis,Pararhabdodon,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Corythosaurus casuarius,Corythosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Corythosaurus intermedius,Corythosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Hypacrosaurus altispinus,Hypacrosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Hypacrosaurus stebingeri,Hypacrosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Lambeosaurus clavinitialis,Lambeosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Lambeosaurus lambei,Lambeosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Lambeosaurus magnicristatus,Lambeosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Velafrons coahuilensis,Velafrons,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Magnapaulia laticaudus,Magnapaulia,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Charonosaurus jiayinensis,Charonosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Parasaurolophus cyrtocristatus,Parasaurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Parasaurolophus tubicen,Parasaurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Parasaurolophus walkeri,Parasaurolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tlatolophus galorum,Tlatolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Adelolophus hutchisoni,Adelolophus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Amurosaurus riabinini,Amurosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Angulomastacator daviesi,Angulomastacator,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Aralosaurus tuberiferus,Aralosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Jaxartosaurus aralensis,Jaxartosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,89.8,83.6,6.200000000000003
Kazaklambia convincens,Kazaklambia,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,89.8,83.6,6.200000000000003
Latirhinus uitstlani,Latirhinus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Nipponosaurus sachalinensis,Nipponosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Olorotitan arharensis,Olorotitan,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Tsintaosaurus spinorhinus,Tsintaosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Barsboldia sicinskii,Barsboldia,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Laiyangosaurus youngi,Laiyangosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Rhinorex condrupus,Rhinorex,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Aquilarhinus palimentus,Aquilarhinus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Eotrachodon orientalis,Eotrachodon,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Lapampasaurus cholinoi,Lapampasaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Malefica deckerti,Malefica,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Yamatosaurus izanagii,Yamatosaurus,Hadrosauridae,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Bactrosaurus johnsoni,Bactrosaurus,,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Batyrosaurus rozhdestvenskyi,Batyrosaurus,,Ornithopoda,,Ornithischia,Herbivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Cedrorestes crichtoni,Cedrorestes,,Ornithopoda,,Ornithischia,Herbivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Claosaurus agilis,Claosaurus,,Ornithopoda,,Ornithischia,Herbivore,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,89.8,83.6,6.200000000000003
Datonglong tianzhenensis,Datonglong,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,100.5,72.1,28.400000000000006
Eolambia caroljonesa,Eolambia,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous,121.4,93.9,27.5
Equijubus normani,Equijubus,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Fukuisaurus tetoriensis,Fukuisaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Fylax thyrakolasus,Fylax,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Gilmoreosaurus mongoliensis,Gilmoreosaurus,,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Gobihadros mongoliensis,Gobihadros,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Gongpoquansaurus mazongshanensis,Gongpoquansaurus,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Gonkoken nanoi,Gonkoken,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Huehuecanauhtlus tiquichensis,Huehuecanauhtlus,,Ornithopoda,,Ornithischia,Herbivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Jeyawati rugoculus,Jeyawati,,Ornithopoda,,Ornithischia,Herbivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Jintasaurus meniscus,Jintasaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Koshisaurus katsuyama,Koshisaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Levnesovia transoxiana,Levnesovia,,Ornithopoda,,Ornithischia,Herbivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Morelladon beltrani,Morelladon,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Nanningosaurus dashiensis,Nanningosaurus,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,100.5,66.0,34.5
Nanyangosaurus zhugeii,Nanyangosaurus,,Ornithopoda,,Ornithischia,Herbivore,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous,93.9,72.1,21.80000000000001
Penelopognathus weishampeli,Penelopognathus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Plesiohadros djadokhtaensis,Plesiohadros,,Ornithopoda,,Ornithischia,Herbivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Portellsaurus sosbaynati,Portellsaurus,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Probactrosaurus gobiensis,Probactrosaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Protohadros byrdi,Protohadros,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Ratchasimasaurus suranareae,Ratchasimasaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Shuangmiaosaurus gilmorei,Shuangmiaosaurus,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,106.2,100.5,5.700000000000003
Sirindhorna khoratensis,Sirindhorna,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Tanius chingkankouensis,Tanius,,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tanius sinensis,Tanius,,Ornithopoda,,Ornithischia,Herbivore,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous,89.8,72.1,17.700000000000003
Telmatosaurus transsylvanicus,Telmatosaurus,,Ornithopoda,,Ornithischia,Herbivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Tethyshadros insularis,Tethyshadros,,Ornithopoda,,Ornithischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Xuwulong yueluni,Xuwulong,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Yunganglong datongensis,Yunganglong,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Zhanghenglong yangchengensis,Zhanghenglong,,Ornithopoda,,Ornithischia,Herbivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Zuoyunlong huangi,Zuoyunlong,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Brighstoneus simmondsi,Brighstoneus,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Comptonatus chasei,Comptonatus,Iguanodontidae,Ornithopoda,,Ornithischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Proa valdearinnoensis,Proa,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Siamodon nimngami,Siamodon,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Calvarius rapidus,Calvarius,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Cumnoria prestwichii,Cumnoria,,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Dakotadon lakotaensis,Dakotadon,,Ornithopoda,,Ornithischia,Herbivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Delapparentia turolensis,Delapparentia,Iguanodontidae,Ornithopoda,,Ornithischia,Herbivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Draconyx loureiroi,Draconyx,,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Hippodraco scutodens,Hippodraco,,Ornithopoda,,Ornithischia,Herbivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Iguanacolossus fortis,Iguanacolossus,,Ornithopoda,,Ornithischia,Herbivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,140.6,132.6,8.0
Lanzhousaurus magnidens,Lanzhousaurus,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,113.0,12.769999999999996
Magnamanus soriaensis,Magnamanus,,Ornithopoda,,Ornithischia,Herbivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Napaisaurus guangxiensis,Napaisaurus,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Riabininohadros weberae,Riabininohadros,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Theiophytalia kerri,Theiophytalia,,Ornithopoda,,Ornithischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,100.5,20.900000000000006
Callovosaurus leedsi,Callovosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Callovian,Callovian,Middle Jurassic,Middle Jurassic,165.3,161.5,3.8000000000000114
Dryosaurus altus,Dryosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Dryosaurus elderae,Dryosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,149.2,146.3,2.8999999999999773
Dysalotosaurus lettowvorbecki,Dysalotosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Elrhazosaurus nigeriensis,Elrhazosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Valdosaurus canaliculatus,Valdosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Eousdryosaurus nanohallucis,Eousdryosaurus,Dryosauridae,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Hesperonyx martinhotomasorum,Hesperonyx,,Ornithopoda,,Ornithischia,Herbivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Owenodon hoggii,Owenodon,,Ornithopoda,,Ornithischia,Herbivore,Tithonian,Berriasian,Upper Jurassic,Lower Cretaceous,149.2,140.6,8.599999999999994
Anabisetia saldiviai,Anabisetia,,Ornithopoda,,Ornithischia,Herbivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Atlascopcosaurus loadsi,Atlascopcosaurus,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Albian,Lower Cretaceous,Lower Cretaceous,125.77,109.9,15.86999999999999
Chakisaurus nekul,Chakisaurus,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Diluvicursor pickeringi,Diluvicursor,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Galleonosaurus dorisae,Galleonosaurus,,Ornithopoda,,Ornithischia,Herbivore,Barremian,Albian,Lower Cretaceous,Lower Cretaceous,125.77,109.9,15.86999999999999
Isasicursor santacrucensis,Isasicursor,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Kangnasaurus coetzeei,Kangnasaurus,,Ornithopoda,,Ornithischia,Herbivore,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,100.5,66.0,34.5
Leaellynasaura amicagraphica,Leaellynasaura,,Ornithopoda,,Ornithischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Macrogryphosaurus gondwanicus,Macrogryphosaurus,,Ornithopoda,,Ornithischia,Herbivore,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous,89.8,86.3,3.5
Mahuidacursor lipanglef,Mahuidacursor,,Ornithopoda,,Ornithischia,Herbivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Morrosaurus antarcticus,Morrosaurus,,Ornithopoda,,Ornithischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
