Name,Genus,Parent Taxon,Family,Order,Class,Number of Occurrences,First Appearance (MYA),Last Appearance (MYA),Early Interval,Late Interval,Era
Edmontosaurus regalis,Edmontosaurus,Edmontosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,7,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Kerberosaurus manakini,Kerberosaurus,Edmontosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Shantungosaurus giganteus,Shantungosaurus,Edmontosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Ugrunaaluk kuukpikensis,Ugrunaaluk,Edmontosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Gryposaurus alsatei,Gryposaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Gryposaurus latidens,Gryposaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,86.3,72.1,Santonian,Campanian,Cretaceous
Gryposaurus monumentensis,Gryposaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Gryposaurus notabilis,Gryposaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,5,83.6,72.1,Campanian,Campanian,Cretaceous
Huallasaurus australis,Huallasaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Kelumapusaura machi,Kelumapusaura,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Kritosaurus navajovius,Kritosaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,8,83.6,72.1,Campanian,Campanian,Cretaceous
Naashoibitosaurus ostromi,Naashoibitosaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Secernosaurus koerneri,Secernosaurus,Kritosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Augustynolophus morrisi,Augustynolophus,Saurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Bonapartesaurus rionegrensis,Bonapartesaurus,Saurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Prosaurolophus maximus,Prosaurolophus,Saurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,10,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Saurolophus angustirostris,Saurolophus,Saurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,12,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Saurolophus osborni,Saurolophus,Saurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Anasazisaurus horneri,Anasazisaurus,Hadrosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Kamuysaurus japonicus,Kamuysaurus,Hadrosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Mandschurosaurus amurensis,Mandschurosaurus,Hadrosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Adynomosaurus arcanus,Adynomosaurus,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Ajnabia odysseus,Ajnabia,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Arenysaurus ardevoli,Arenysaurus,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Blasisaurus canudoi,Blasisaurus,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Canardia garonnensis,Canardia,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Minqaria bata,Minqaria,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Pararhabdodon isonensis,Pararhabdodon,Arenysaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,5,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Corythosaurus casuarius,Corythosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,11,83.6,72.1,Campanian,Campanian,Cretaceous
Corythosaurus intermedius,Corythosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,6,83.6,72.1,Campanian,Campanian,Cretaceous
Hypacrosaurus altispinus,Hypacrosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,12,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Hypacrosaurus stebingeri,Hypacrosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,17,83.6,72.1,Campanian,Campanian,Cretaceous
Lambeosaurus clavinitialis,Lambeosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Lambeosaurus lambei,Lambeosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,9,83.6,72.1,Campanian,Campanian,Cretaceous
Lambeosaurus magnicristatus,Lambeosaurus,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,72.1,Campanian,Campanian,Cretaceous
Velafrons coahuilensis,Velafrons,Corythosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,72.1,Campanian,Campanian,Cretaceous
Magnapaulia laticaudus,Magnapaulia,Lambeosaurini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Charonosaurus jiayinensis,Charonosaurus,Parasaurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Parasaurolophus cyrtocristatus,Parasaurolophus,Parasaurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,3,83.6,72.1,Campanian,Campanian,Cretaceous
Parasaurolophus tubicen,Parasaurolophus,Parasaurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Parasaurolophus walkeri,Parasaurolophus,Parasaurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,72.1,Campanian,Campanian,Cretaceous
Tlatolophus galorum,Tlatolophus,Parasaurolophini,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Adelolophus hutchisoni,Adelolophus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Amurosaurus riabinini,Amurosaurus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Angulomastacator daviesi,Angulomastacator,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Aralosaurus tuberiferus,Aralosaurus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,72.1,Santonian,Campanian,Cretaceous
Jaxartosaurus aralensis,Jaxartosaurus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,89.8,83.6,Coniacian,Santonian,Cretaceous
Kazaklambia convincens,Kazaklambia,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,89.8,83.6,Coniacian,Santonian,Cretaceous
Latirhinus uitstlani,Latirhinus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Nipponosaurus sachalinensis,Nipponosaurus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,72.1,Santonian,Campanian,Cretaceous
Olorotitan arharensis,Olorotitan,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Tsintaosaurus spinorhinus,Tsintaosaurus,Lambeosaurinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,3,83.6,72.1,Campanian,Campanian,Cretaceous
Barsboldia sicinskii,Barsboldia,Saurolophinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Laiyangosaurus youngi,Laiyangosaurus,Saurolophinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Rhinorex condrupus,Rhinorex,Saurolophinae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Aquilarhinus palimentus,Aquilarhinus,Hadrosauridae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Eotrachodon orientalis,Eotrachodon,Hadrosauridae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Lapampasaurus cholinoi,Lapampasaurus,Hadrosauridae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Malefica deckerti,Malefica,Hadrosauridae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Yamatosaurus izanagii,Yamatosaurus,Hadrosauridae,Hadrosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Bactrosaurus johnsoni,Bactrosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,4,83.6,72.1,Campanian,Campanian,Cretaceous
Batyrosaurus rozhdestvenskyi,Batyrosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,72.1,Santonian,Campanian,Cretaceous
Cedrorestes crichtoni,Cedrorestes,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,139.8,132.6,Valanginian,Valanginian,Cretaceous
Claosaurus agilis,Claosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,89.8,83.6,Coniacian,Santonian,Cretaceous
Datonglong tianzhenensis,Datonglong,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,72.1,Cenomanian,Campanian,Cretaceous
Eolambia caroljonesa,Eolambia,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,12,121.4,93.9,Aptian,Cenomanian,Cretaceous
Equijubus normani,Equijubus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,113.0,109.9,Albian,Albian,Cretaceous
Fukuisaurus tetoriensis,Fukuisaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Fylax thyrakolasus,Fylax,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Gilmoreosaurus mongoliensis,Gilmoreosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,72.1,Campanian,Campanian,Cretaceous
Gobihadros mongoliensis,Gobihadros,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,6,100.5,83.6,Cenomanian,Santonian,Cretaceous
Gongpoquansaurus mazongshanensis,Gongpoquansaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,113.0,109.9,Albian,Albian,Cretaceous
Gonkoken nanoi,Gonkoken,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Huehuecanauhtlus tiquichensis,Huehuecanauhtlus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,86.3,83.6,Santonian,Santonian,Cretaceous
Jeyawati rugoculus,Jeyawati,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,93.9,89.8,Turonian,Turonian,Cretaceous
Jintasaurus meniscus,Jintasaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Koshisaurus katsuyama,Koshisaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Levnesovia transoxiana,Levnesovia,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,3,93.9,89.8,Turonian,Turonian,Cretaceous
Morelladon beltrani,Morelladon,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Nanningosaurus dashiensis,Nanningosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,66.0,Cenomanian,Maastrichtian,Cretaceous
Nanyangosaurus zhugeii,Nanyangosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,93.9,72.1,Turonian,Campanian,Cretaceous
Penelopognathus weishampeli,Penelopognathus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Plesiohadros djadokhtaensis,Plesiohadros,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,72.1,Santonian,Campanian,Cretaceous
Portellsaurus sosbaynati,Portellsaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Probactrosaurus gobiensis,Probactrosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,100.5,Barremian,Albian,Cretaceous
Protohadros byrdi,Protohadros,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Ratchasimasaurus suranareae,Ratchasimasaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Shuangmiaosaurus gilmorei,Shuangmiaosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,106.2,100.5,Albian,Albian,Cretaceous
Sirindhorna khoratensis,Sirindhorna,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Tanius chingkankouensis,Tanius,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Tanius sinensis,Tanius,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,3,89.8,72.1,Coniacian,Campanian,Cretaceous
Telmatosaurus transsylvanicus,Telmatosaurus,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,8,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Tethyshadros insularis,Tethyshadros,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Xuwulong yueluni,Xuwulong,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Yunganglong datongensis,Yunganglong,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,83.6,Cenomanian,Santonian,Cretaceous
Zhanghenglong yangchengensis,Zhanghenglong,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Zuoyunlong huangi,Zuoyunlong,Hadrosauroidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,83.6,Cenomanian,Santonian,Cretaceous
Brighstoneus simmondsi,Brighstoneus,Hadrosauriformes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Comptonatus chasei,Comptonatus,Hadrosauriformes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Proa valdearinnoensis,Proa,Hadrosauriformes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,113.0,109.9,Albian,Albian,Cretaceous
Siamodon nimngami,Siamodon,Hadrosauriformes,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Calvarius rapidus,Calvarius,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Cumnoria prestwichii,Cumnoria,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Dakotadon lakotaensis,Dakotadon,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,139.8,132.6,Valanginian,Valanginian,Cretaceous
Delapparentia turolensis,Delapparentia,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Draconyx loureiroi,Draconyx,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Hippodraco scutodens,Hippodraco,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,139.8,132.6,Valanginian,Valanginian,Cretaceous
Iguanacolossus fortis,Iguanacolossus,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Lanzhousaurus magnidens,Lanzhousaurus,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,125.77,113.0,Barremian,Aptian,Cretaceous
Magnamanus soriaensis,Magnamanus,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,132.6,121.4,Hauterivian,Barremian,Cretaceous
Napaisaurus guangxiensis,Napaisaurus,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Riabininohadros weberae,Riabininohadros,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Theiophytalia kerri,Theiophytalia,Styracosterna,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,100.5,Aptian,Albian,Cretaceous
Callovosaurus leedsi,Callovosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,165.3,161.5,Callovian,Callovian,Jurassic
Dryosaurus altus,Dryosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,7,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Dryosaurus elderae,Dryosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,2,149.2,146.3,Tithonian,Tithonian,Jurassic
Dysalotosaurus lettowvorbecki,Dysalotosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Elrhazosaurus nigeriensis,Elrhazosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Valdosaurus canaliculatus,Valdosaurus,Dryosauridae,Dryosauridae,NO_ORDER_SPECIFIED,Ornithischia,4,132.6,121.4,Hauterivian,Barremian,Cretaceous
Eousdryosaurus nanohallucis,Eousdryosaurus,Dryomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Hesperonyx martinhotomasorum,Hesperonyx,Dryomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Owenodon hoggii,Owenodon,Dryomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,3,149.2,140.6,Tithonian,Berriasian,
Anabisetia saldiviai,Anabisetia,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,93.9,89.8,Turonian,Turonian,Cretaceous
Atlascopcosaurus loadsi,Atlascopcosaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,7,119.5,109.9,Aptian,Albian,Cretaceous
Chakisaurus nekul,Chakisaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Diluvicursor pickeringi,Diluvicursor,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,119.5,109.9,Aptian,Albian,Cretaceous
Galleonosaurus dorisae,Galleonosaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,3,119.5,109.9,Aptian,Albian,Cretaceous
Isasicursor santacrucensis,Isasicursor,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Kangnasaurus coetzeei,Kangnasaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,66.0,Cenomanian,Maastrichtian,Cretaceous
Leaellynasaura amicagraphica,Leaellynasaura,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,4,119.5,109.9,Aptian,Albian,Cretaceous
Macrogryphosaurus gondwanicus,Macrogryphosaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,89.8,86.3,Coniacian,Coniacian,Cretaceous
Mahuidacursor lipanglef,Mahuidacursor,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Morrosaurus antarcticus,Morrosaurus,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Talenkauen santacrucensis,Talenkauen,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,93.9,89.8,Turonian,Turonian,Cretaceous
Tietasaura derbyiana,Tietasaura,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,139.8,125.77,Valanginian,Hauterivian,Cretaceous
Trinisaura santamartaensis,Trinisaura,Elasmaria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Matheronodon provincialis,Matheronodon,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Mochlodon vorosi,Mochlodon,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Rhabdodon suessi,Mochlodon,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,3,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Pareisactus evrostos,Pareisactus,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Rhabdodon priscus,Rhabdodon,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,16,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Rhabdodon septimanicus,Rhabdodon,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,2,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Transylvanosaurus platycephalus,Transylvanosaurus,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Zalmoxes robustus,Zalmoxes,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,6,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Zalmoxes shqiperorum,Zalmoxes,Rhabdodontidae,Rhabdodontidae,NO_ORDER_SPECIFIED,Ornithischia,9,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Fostoria dhimbangunmal,Fostoria,Rhabdodontomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Iani smithi,Iani,Rhabdodontomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ornithischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
